epoch,dice_coef,dice_coef_edema,dice_coef_enhancing,dice_coef_necrotic,learning_rate,loss,mean_io_u,precision,sensitivity,specificity,val_dice_coef,val_dice_coef_edema,val_dice_coef_enhancing,val_dice_coef_necrotic,val_loss,val_mean_io_u,val_precision,val_sensitivity,val_specificity
10,0.5842453837394714,0.41764044761657715,0.5253706574440002,0.40025410056114197,0.0010000000474974513,0.4783541262149811,0.44810789823532104,0.9853547811508179,0.9844743609428406,0.995131254196167,0.6158482432365417,0.4628109335899353,0.5719529986381531,0.43033498525619507,0.44161534309387207,0.3891836404800415,0.9873620867729187,0.9864394664764404,0.9958047866821289
11,0.6064713597297668,0.45805567502975464,0.5521932244300842,0.42034679651260376,0.0010000000474974513,0.45120444893836975,0.5178993344306946,0.9879905581474304,0.9874873757362366,0.9960017204284668,0.6320924758911133,0.5067440867424011,0.5929203629493713,0.4319610595703125,0.42316049337387085,0.8025761842727661,0.9890402555465698,0.9887891411781311,0.9963483214378357
12,0.6293385624885559,0.49404284358024597,0.5760927200317383,0.44956040382385254,0.0010000000474974513,0.42306259274482727,0.4553440809249878,0.9892565011978149,0.9889084696769714,0.9964210391044617,0.6461511254310608,0.5207238793373108,0.6128819584846497,0.45473146438598633,0.4052290618419647,0.3776288628578186,0.9892285466194153,0.9889769554138184,0.9964112043380737
13,0.6362236738204956,0.5188072323799133,0.5831822752952576,0.4454309940338135,0.0010000000474974513,0.4148075580596924,0.47882360219955444,0.9897585511207581,0.9894773364067078,0.996587872505188,0.6042203903198242,0.4593045115470886,0.5462796688079834,0.42010653018951416,0.4620814323425293,0.38281890749931335,0.9819390773773193,0.9809679388999939,0.993998646736145
14,0.6402015686035156,0.5133776664733887,0.5916891098022461,0.45820730924606323,0.0010000000474974513,0.4107128381729126,0.6015398502349854,0.9899171590805054,0.989586353302002,0.996641218662262,0.6518746018409729,0.5313627123832703,0.602789044380188,0.47728997468948364,0.3955206871032715,0.3764957785606384,0.9896337389945984,0.9894022345542908,0.9965458512306213
15,0.6555293202400208,0.5389851331710815,0.6074848771095276,0.47726401686668396,0.0010000000474974513,0.3927804231643677,0.5478075742721558,0.9901930689811707,0.9899030327796936,0.996732771396637,0.6603020429611206,0.5520640015602112,0.6353074908256531,0.4566511809825897,0.3875865340232849,0.38165363669395447,0.9901289939880371,0.9899433255195618,0.9967107176780701
16,0.6682162284851074,0.5641222596168518,0.619360625743866,0.4916350543498993,0.0010000000474974513,0.37831786274909973,0.5221617221832275,0.9906439185142517,0.9903656840324402,0.9968836903572083,0.6462469100952148,0.5142706632614136,0.6121470928192139,0.46098852157592773,0.40474972128868103,0.37652209401130676,0.990541934967041,0.9903170466423035,0.9968487620353699
17,0.6766656041145325,0.5759844183921814,0.6275786757469177,0.5033568739891052,0.0010000000474974513,0.36776530742645264,0.5025308132171631,0.9912482500076294,0.9910207390785217,0.9970840215682983,0.6764135956764221,0.5660436749458313,0.6374892592430115,0.5049542188644409,0.366215318441391,0.8078969120979309,0.9912250638008118,0.9910330772399902,0.9970759749412537
18,0.6825072765350342,0.586956262588501,0.635054886341095,0.5098483562469482,0.0010000000474974513,0.36069008708000183,0.5669727921485901,0.9913484454154968,0.9911289811134338,0.9971174001693726,0.6839106678962708,0.5640785098075867,0.6384537816047668,0.5353575944900513,0.3581227660179138,0.8117060661315918,0.9922551512718201,0.9920157194137573,0.9974194169044495
19,0.6948581337928772,0.61173415184021,0.6475450396537781,0.5211116671562195,0.0010000000474974513,0.3449724614620209,0.5932904481887817,0.9921431541442871,0.9919499754905701,0.9973818063735962,0.6648327708244324,0.5296644568443298,0.6345727443695068,0.4991316795349121,0.3851017653942108,0.7668314576148987,0.9886558055877686,0.9884763360023499,0.9962199330329895
20,0.7009940147399902,0.6192857027053833,0.651161789894104,0.5339058637619019,0.0010000000474974513,0.3405584692955017,0.7112771272659302,0.991942822933197,0.9917414784431458,0.9973151683807373,0.6747358441352844,0.5709530115127563,0.6339791417121887,0.4957278370857239,0.36923280358314514,0.8328483700752258,0.9916360974311829,0.9914774298667908,0.9972127079963684
21,0.7269689440727234,0.660827100276947,0.6799008846282959,0.5687140822410583,0.00020000000949949026,0.3067000210285187,0.8093321919441223,0.993175745010376,0.9930214881896973,0.9977259039878845,0.7016264796257019,0.6035333275794983,0.6563639640808105,0.5486953854560852,0.3360547721385956,0.809674859046936,0.9923076033592224,0.9921457171440125,0.9974365234375
22,0.7376273274421692,0.6774635910987854,0.6849174499511719,0.5879971981048584,0.00020000000949949026,0.29431602358818054,0.8124114871025085,0.9935452938079834,0.9934033155441284,0.9978488087654114,0.7074665427207947,0.6081857085227966,0.6576772928237915,0.5659627914428711,0.329619437456131,0.8308250904083252,0.9927272200584412,0.9925722479820251,0.9975763559341431
23,0.7408037781715393,0.6823054552078247,0.6874769330024719,0.593747615814209,0.00020000000949949026,0.2906162440776825,0.8129156231880188,0.9936502575874329,0.9935201406478882,0.9978840947151184,0.7046835422515869,0.6032129526138306,0.6541376113891602,0.5628343820571899,0.3337063491344452,0.8161684274673462,0.9928734302520752,0.9927427172660828,0.9976251125335693
24,0.7462301254272461,0.6905208230018616,0.6931220293045044,0.5991188883781433,0.00020000000949949026,0.2848894000053406,0.8146189451217651,0.9938046336174011,0.9936833381652832,0.99793541431427,0.702448844909668,0.6070202589035034,0.6545047760009766,0.5497167110443115,0.3390209972858429,0.8068338632583618,0.9927163124084473,0.9926100969314575,0.9975727200508118
25,0.7534778714179993,0.699831485748291,0.699224591255188,0.6138924956321716,4.0000002627493814e-05,0.2759803831577301,0.8063942193984985,0.9940391778945923,0.9939225912094116,0.9980136752128601,0.7092610597610474,0.6133951544761658,0.6579950451850891,0.5672698020935059,0.3287409245967865,0.808790922164917,0.9928895235061646,0.9927700161933899,0.9976303577423096
26,0.7547715902328491,0.7010331153869629,0.6999800205230713,0.6175237894058228,4.0000002627493814e-05,0.27370959520339966,0.8079991340637207,0.9941259622573853,0.9940022826194763,0.9980425834655762,0.7095575928688049,0.6167897582054138,0.6559687852859497,0.566946804523468,0.32994455099105835,0.8104687929153442,0.992821455001831,0.9927173256874084,0.9976076483726501
27,0.7566437125205994,0.704351007938385,0.7014168500900269,0.6200597286224365,4.0000002627493814e-05,0.2723844647407532,0.8101283311843872,0.9941350817680359,0.994022786617279,0.9980455040931702,0.7107744216918945,0.6143687963485718,0.661068856716156,0.5693528056144714,0.32719579339027405,0.8116148710250854,0.9928876757621765,0.9927685856819153,0.9976296424865723
28,0.7571885585784912,0.7047364711761475,0.7018130421638489,0.6212587356567383,4.0000002627493814e-05,0.2713869512081146,0.8115298748016357,0.9941741228103638,0.9940590858459473,0.9980586171150208,0.7098532915115356,0.6139506697654724,0.6583488583564758,0.568593442440033,0.3296892046928406,0.8175373077392578,0.9929330348968506,0.9928289651870728,0.9976446628570557
29,0.7584348917007446,0.7065596580505371,0.7029517889022827,0.6239534020423889,4.0000002627493814e-05,0.2698988914489746,0.8153135776519775,0.9942063093185425,0.9940914511680603,0.9980692267417908,0.7084318399429321,0.6102754473686218,0.6579005718231201,0.5670324563980103,0.33100762963294983,0.8179575204849243,0.9929640293121338,0.9928563237190247,0.9976552128791809
30,0.7599325180053711,0.708264172077179,0.7046714425086975,0.6263739466667175,8.000000889296643e-06,0.26804500818252563,0.815574049949646,0.99429851770401,0.994184136390686,0.9981005191802979,0.7109530568122864,0.6159990429878235,0.6595021486282349,0.5698617696762085,0.32789433002471924,0.8167223930358887,0.9929236173629761,0.992817223072052,0.9976415038108826
31,0.760446310043335,0.7096236348152161,0.7045251727104187,0.6274152994155884,8.000000889296643e-06,0.2675073742866516,0.8153479695320129,0.9942811727523804,0.9941696524620056,0.9980942010879517,0.7112644910812378,0.6158919334411621,0.6597421765327454,0.5709827542304993,0.3275107741355896,0.8169015645980835,0.9929302334785461,0.9928235411643982,0.9976440668106079
32,0.7607067823410034,0.7097451686859131,0.7048093676567078,0.6282044053077698,1.6000001323845936e-06,0.2670259475708008,0.8154087066650391,0.9942963719367981,0.9941829442977905,0.9980989694595337,0.7112595438957214,0.6159501075744629,0.6597052216529846,0.5709380507469177,0.32756173610687256,0.8169068098068237,0.9929302334785461,0.9928238391876221,0.9976440668106079
33,0.76076740026474,0.7098627686500549,0.7048560976982117,0.6283189058303833,1.6000001323845936e-06,0.2669532597064972,0.8153623342514038,0.99429851770401,0.9941855669021606,0.9981001019477844,0.7113076448440552,0.6161535382270813,0.6596996784210205,0.5709308981895447,0.32755351066589355,0.8168349266052246,0.9929271340370178,0.9928216934204102,0.9976428151130676
34,0.7608506083488464,0.7100130319595337,0.7048835158348083,0.6284791231155396,9.999999974752427e-07,0.2668747007846832,0.815346360206604,0.9942968487739563,0.9941837191581726,0.9980992674827576,0.7113157510757446,0.6161866188049316,0.6597010493278503,0.5709267854690552,0.32756081223487854,0.8168419599533081,0.9929278492927551,0.9928225874900818,0.997643232345581
